id,evidence_type,source_record_id,description,storage_path,confidence,data_source,created_at
EV000191,CDR,CDR-CASE-0045-0,Cdr exhibit supporting case CASE-0045 (robbery),/secure_vault/synthetic/cdr/case-0045-0.enc,0.93,SYNTHETIC,2026-06-15T17:18:39Z
EV000191,CDR,CDR-CASE-0045-0,Cdr exhibit supporting case CASE-0045 (robbery),/secure_vault/synthetic/cdr/case-0045-0.enc,0.93,SYNTHETIC,2026-06-15T17:18:39Z
EV000192,FIR,FIR-2026-0049,Fir exhibit supporting case CASE-0045 (robbery),/secure_vault/synthetic/fir/case-0045-1.enc,0.77,SYNTHETIC,2026-06-02T17:18:39Z
EV000192,FIR,FIR-2026-0049,Fir exhibit supporting case CASE-0045 (robbery),/secure_vault/synthetic/fir/case-0045-1.enc,0.77,SYNTHETIC,2026-06-02T17:18:39Z
EV000193,SURVEILLANCE,SR-CASE-0046-0,Surveillance exhibit supporting case CASE-0046 (smuggling),/secure_vault/synthetic/surveillance/case-0046-0.enc,0.85,SYNTHETIC,2026-06-16T00:44:01Z
EV000193,SURVEILLANCE,SR-CASE-0046-0,Surveillance exhibit supporting case CASE-0046 (smuggling),/secure_vault/synthetic/surveillance/case-0046-0.enc,0.85,SYNTHETIC,2026-06-16T00:44:01Z
EV000194,FIR,FIR-2026-0050,Fir exhibit supporting case CASE-0046 (smuggling),/secure_vault/synthetic/fir/case-0046-1.enc,0.97,SYNTHETIC,2026-07-11T00:44:01Z
EV000194,FIR,FIR-2026-0050,Fir exhibit supporting case CASE-0046 (smuggling),/secure_vault/synthetic/fir/case-0046-1.enc,0.97,SYNTHETIC,2026-07-11T00:44:01Z
EV000195,SURVEILLANCE,SR-CASE-0047-0,Surveillance exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/surveillance/case-0047-0.enc,0.86,SYNTHETIC,2025-01-16T23:09:48Z
EV000195,SURVEILLANCE,SR-CASE-0047-0,Surveillance exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/surveillance/case-0047-0.enc,0.86,SYNTHETIC,2025-01-16T23:09:48Z
EV000196,FINANCIAL,TXN-CASE-0047-1,Financial exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/financial/case-0047-1.enc,0.85,SYNTHETIC,2025-01-10T23:09:48Z
EV000196,FINANCIAL,TXN-CASE-0047-1,Financial exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/financial/case-0047-1.enc,0.85,SYNTHETIC,2025-01-10T23:09:48Z
EV000197,INVESTIGATION_NOTE,NOTE-CASE-0047-2,Investigation Note exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/investigation_note/case-0047-2.enc,0.95,SYNTHETIC,2025-02-02T23:09:48Z
EV000197,INVESTIGATION_NOTE,NOTE-CASE-0047-2,Investigation Note exhibit supporting case CASE-0047 (murder),/secure_vault/synthetic/investigation_note/case-0047-2.enc,0.95,SYNTHETIC,2025-02-02T23:09:48Z
EV000198,FINANCIAL,TXN-CASE-0048-0,Financial exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/financial/case-0048-0.enc,0.85,SYNTHETIC,2026-06-04T06:08:16Z
EV000198,FINANCIAL,TXN-CASE-0048-0,Financial exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/financial/case-0048-0.enc,0.85,SYNTHETIC,2026-06-04T06:08:16Z
EV000199,INVESTIGATION_NOTE,NOTE-CASE-0048-1,Investigation Note exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/investigation_note/case-0048-1.enc,0.95,SYNTHETIC,2026-05-13T06:08:16Z
EV000199,INVESTIGATION_NOTE,NOTE-CASE-0048-1,Investigation Note exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/investigation_note/case-0048-1.enc,0.95,SYNTHETIC,2026-05-13T06:08:16Z
EV000200,FINANCIAL,TXN-CASE-0048-2,Financial exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/financial/case-0048-2.enc,0.83,SYNTHETIC,2026-05-20T06:08:16Z
EV000200,FINANCIAL,TXN-CASE-0048-2,Financial exhibit supporting case CASE-0048 (smuggling),/secure_vault/synthetic/financial/case-0048-2.enc,0.83,SYNTHETIC,2026-05-20T06:08:16Z
EV000201,INVESTIGATION_NOTE,NOTE-CASE-0049-0,Investigation Note exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0049-0.enc,0.88,SYNTHETIC,2025-12-07T17:57:25Z
EV000201,INVESTIGATION_NOTE,NOTE-CASE-0049-0,Investigation Note exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0049-0.enc,0.88,SYNTHETIC,2025-12-07T17:57:25Z
EV000202,SURVEILLANCE,SR-CASE-0049-1,Surveillance exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0049-1.enc,0.88,SYNTHETIC,2025-12-10T17:57:25Z
EV000202,SURVEILLANCE,SR-CASE-0049-1,Surveillance exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0049-1.enc,0.88,SYNTHETIC,2025-12-10T17:57:25Z
EV000203,FIR,FIR-2025-0054,Fir exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/fir/case-0049-2.enc,0.89,SYNTHETIC,2026-01-01T17:57:25Z
EV000203,FIR,FIR-2025-0054,Fir exhibit supporting case CASE-0049 (narcotics trafficking),/secure_vault/synthetic/fir/case-0049-2.enc,0.89,SYNTHETIC,2026-01-01T17:57:25Z
EV000204,CDR,CDR-CASE-0050-0,Cdr exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/cdr/case-0050-0.enc,0.87,SYNTHETIC,2025-11-25T00:23:15Z
EV000204,CDR,CDR-CASE-0050-0,Cdr exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/cdr/case-0050-0.enc,0.87,SYNTHETIC,2025-11-25T00:23:15Z
EV000205,SURVEILLANCE,SR-CASE-0050-1,Surveillance exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/surveillance/case-0050-1.enc,0.92,SYNTHETIC,2025-11-26T00:23:15Z
EV000205,SURVEILLANCE,SR-CASE-0050-1,Surveillance exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/surveillance/case-0050-1.enc,0.92,SYNTHETIC,2025-11-26T00:23:15Z
EV000206,FIR,FIR-2025-0055,Fir exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/fir/case-0050-2.enc,0.76,SYNTHETIC,2025-12-07T00:23:15Z
EV000206,FIR,FIR-2025-0055,Fir exhibit supporting case CASE-0050 (money laundering),/secure_vault/synthetic/fir/case-0050-2.enc,0.76,SYNTHETIC,2025-12-07T00:23:15Z
EV000207,SURVEILLANCE,SR-CASE-0051-0,Surveillance exhibit supporting case CASE-0051 (money laundering),/secure_vault/synthetic/surveillance/case-0051-0.enc,0.93,SYNTHETIC,2024-12-15T13:19:52Z
EV000207,SURVEILLANCE,SR-CASE-0051-0,Surveillance exhibit supporting case CASE-0051 (money laundering),/secure_vault/synthetic/surveillance/case-0051-0.enc,0.93,SYNTHETIC,2024-12-15T13:19:52Z
EV000208,CDR,CDR-CASE-0052-0,Cdr exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/cdr/case-0052-0.enc,0.76,SYNTHETIC,2024-01-29T06:05:05Z
EV000208,CDR,CDR-CASE-0052-0,Cdr exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/cdr/case-0052-0.enc,0.76,SYNTHETIC,2024-01-29T06:05:05Z
EV000209,SURVEILLANCE,SR-CASE-0052-1,Surveillance exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/surveillance/case-0052-1.enc,0.83,SYNTHETIC,2024-02-16T06:05:05Z
EV000209,SURVEILLANCE,SR-CASE-0052-1,Surveillance exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/surveillance/case-0052-1.enc,0.83,SYNTHETIC,2024-02-16T06:05:05Z
EV000210,FINANCIAL,TXN-CASE-0052-2,Financial exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/financial/case-0052-2.enc,0.76,SYNTHETIC,2024-02-27T06:05:05Z
EV000210,FINANCIAL,TXN-CASE-0052-2,Financial exhibit supporting case CASE-0052 (money laundering),/secure_vault/synthetic/financial/case-0052-2.enc,0.76,SYNTHETIC,2024-02-27T06:05:05Z
EV000211,INVESTIGATION_NOTE,NOTE-CASE-0053-0,Investigation Note exhibit supporting case CASE-0053 (robbery),/secure_vault/synthetic/investigation_note/case-0053-0.enc,0.86,SYNTHETIC,2025-12-25T14:38:31Z
EV000211,INVESTIGATION_NOTE,NOTE-CASE-0053-0,Investigation Note exhibit supporting case CASE-0053 (robbery),/secure_vault/synthetic/investigation_note/case-0053-0.enc,0.86,SYNTHETIC,2025-12-25T14:38:31Z
EV000212,INVESTIGATION_NOTE,NOTE-CASE-0053-1,Investigation Note exhibit supporting case CASE-0053 (robbery),/secure_vault/synthetic/investigation_note/case-0053-1.enc,0.95,SYNTHETIC,2025-12-30T14:38:31Z
EV000212,INVESTIGATION_NOTE,NOTE-CASE-0053-1,Investigation Note exhibit supporting case CASE-0053 (robbery),/secure_vault/synthetic/investigation_note/case-0053-1.enc,0.95,SYNTHETIC,2025-12-30T14:38:31Z
EV000213,INVESTIGATION_NOTE,NOTE-CASE-0054-0,Investigation Note exhibit supporting case CASE-0054 (extortion),/secure_vault/synthetic/investigation_note/case-0054-0.enc,0.84,SYNTHETIC,2026-04-26T11:33:00Z
EV000213,INVESTIGATION_NOTE,NOTE-CASE-0054-0,Investigation Note exhibit supporting case CASE-0054 (extortion),/secure_vault/synthetic/investigation_note/case-0054-0.enc,0.84,SYNTHETIC,2026-04-26T11:33:00Z
EV000214,FINANCIAL,TXN-CASE-0054-1,Financial exhibit supporting case CASE-0054 (extortion),/secure_vault/synthetic/financial/case-0054-1.enc,0.87,SYNTHETIC,2026-04-08T11:33:00Z
EV000214,FINANCIAL,TXN-CASE-0054-1,Financial exhibit supporting case CASE-0054 (extortion),/secure_vault/synthetic/financial/case-0054-1.enc,0.87,SYNTHETIC,2026-04-08T11:33:00Z
EV000215,INVESTIGATION_NOTE,NOTE-CASE-0055-0,Investigation Note exhibit supporting case CASE-0055 (robbery),/secure_vault/synthetic/investigation_note/case-0055-0.enc,0.92,SYNTHETIC,2024-11-09T12:02:45Z
EV000215,INVESTIGATION_NOTE,NOTE-CASE-0055-0,Investigation Note exhibit supporting case CASE-0055 (robbery),/secure_vault/synthetic/investigation_note/case-0055-0.enc,0.92,SYNTHETIC,2024-11-09T12:02:45Z
EV000216,SURVEILLANCE,SR-CASE-0055-1,Surveillance exhibit supporting case CASE-0055 (robbery),/secure_vault/synthetic/surveillance/case-0055-1.enc,0.9,SYNTHETIC,2024-10-17T12:02:45Z
EV000216,SURVEILLANCE,SR-CASE-0055-1,Surveillance exhibit supporting case CASE-0055 (robbery),/secure_vault/synthetic/surveillance/case-0055-1.enc,0.9,SYNTHETIC,2024-10-17T12:02:45Z
EV000217,SURVEILLANCE,SR-CASE-0056-0,Surveillance exhibit supporting case CASE-0056 (fraud),/secure_vault/synthetic/surveillance/case-0056-0.enc,0.92,SYNTHETIC,2024-06-14T00:35:46Z
EV000217,SURVEILLANCE,SR-CASE-0056-0,Surveillance exhibit supporting case CASE-0056 (fraud),/secure_vault/synthetic/surveillance/case-0056-0.enc,0.92,SYNTHETIC,2024-06-14T00:35:46Z
EV000218,INVESTIGATION_NOTE,NOTE-CASE-0057-0,Investigation Note exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0057-0.enc,0.87,SYNTHETIC,2025-12-31T04:16:44Z
EV000218,INVESTIGATION_NOTE,NOTE-CASE-0057-0,Investigation Note exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/investigation_note/case-0057-0.enc,0.87,SYNTHETIC,2025-12-31T04:16:44Z
EV000219,FIR,FIR-2025-0064,Fir exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/fir/case-0057-1.enc,0.78,SYNTHETIC,2025-12-30T04:16:44Z
EV000219,FIR,FIR-2025-0064,Fir exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/fir/case-0057-1.enc,0.78,SYNTHETIC,2025-12-30T04:16:44Z
EV000220,SURVEILLANCE,SR-CASE-0057-2,Surveillance exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0057-2.enc,0.89,SYNTHETIC,2025-12-28T04:16:44Z
EV000220,SURVEILLANCE,SR-CASE-0057-2,Surveillance exhibit supporting case CASE-0057 (narcotics trafficking),/secure_vault/synthetic/surveillance/case-0057-2.enc,0.89,SYNTHETIC,2025-12-28T04:16:44Z
EV000221,CDR,CDR-CASE-0058-0,Cdr exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/cdr/case-0058-0.enc,0.85,SYNTHETIC,2026-03-21T05:58:39Z
EV000221,CDR,CDR-CASE-0058-0,Cdr exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/cdr/case-0058-0.enc,0.85,SYNTHETIC,2026-03-21T05:58:39Z
EV000222,FINANCIAL,TXN-CASE-0058-1,Financial exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/financial/case-0058-1.enc,0.88,SYNTHETIC,2026-03-13T05:58:39Z
EV000222,FINANCIAL,TXN-CASE-0058-1,Financial exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/financial/case-0058-1.enc,0.88,SYNTHETIC,2026-03-13T05:58:39Z
EV000223,SURVEILLANCE,SR-CASE-0058-2,Surveillance exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/surveillance/case-0058-2.enc,0.85,SYNTHETIC,2026-03-17T05:58:39Z
EV000223,SURVEILLANCE,SR-CASE-0058-2,Surveillance exhibit supporting case CASE-0058 (fraud),/secure_vault/synthetic/surveillance/case-0058-2.enc,0.85,SYNTHETIC,2026-03-17T05:58:39Z
EV000224,SURVEILLANCE,SR-CASE-0059-0,Surveillance exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/surveillance/case-0059-0.enc,0.86,SYNTHETIC,2026-01-04T12:33:24Z
EV000224,SURVEILLANCE,SR-CASE-0059-0,Surveillance exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/surveillance/case-0059-0.enc,0.86,SYNTHETIC,2026-01-04T12:33:24Z
EV000225,FIR,FIR-2025-0066,Fir exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/fir/case-0059-1.enc,0.8,SYNTHETIC,2025-12-28T12:33:24Z
EV000225,FIR,FIR-2025-0066,Fir exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/fir/case-0059-1.enc,0.8,SYNTHETIC,2025-12-28T12:33:24Z
EV000226,FINANCIAL,TXN-CASE-0059-2,Financial exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/financial/case-0059-2.enc,0.96,SYNTHETIC,2025-11-30T12:33:24Z
EV000226,FINANCIAL,TXN-CASE-0059-2,Financial exhibit supporting case CASE-0059 (cybercrime),/secure_vault/synthetic/financial/case-0059-2.enc,0.96,SYNTHETIC,2025-11-30T12:33:24Z
EV000227,FINANCIAL,TXN-CASE-0060-0,Financial exhibit supporting case CASE-0060 (narcotics trafficking),/secure_vault/synthetic/financial/case-0060-0.enc,0.77,SYNTHETIC,2025-10-08T06:23:28Z
EV000227,FINANCIAL,TXN-CASE-0060-0,Financial exhibit supporting case CASE-0060 (narcotics trafficking),/secure_vault/synthetic/financial/case-0060-0.enc,0.77,SYNTHETIC,2025-10-08T06:23:28Z
